,Type,Primary wire,width primary,height primary,Secondary wire,width secondary,height secondary,Stack mm,Tongue mm,wl mm,ww mm,Total Built,Core Loss,Copper Loss,Temperature rise Cu,Temperature rise Fe,Core weight,Conductor weight,Cost,Primary turns,Secondary turns,MTL Primary,MTL Secondary,TPL Primary,TPL Secondary,Length primary,Length secondary,Resistance primary,Resistance secondary,Cu surface area,Core surface area,Weight of Cu kg,Weight of Fe,Primary current,Primary voltage,Primary power,Secondary current,Secondary voltage,Secondary power
133,S/U,5x3,5.3,3.3,5x3,5.3,3.3,105.0,120.0,120.0,35.0,28.699999999999996,78.64856999999999,97.35742911153119,77.76074180982414,26.05913657269042,52.432379999999995,9.516532499999999,22148.800874999997,66,67,51,57,22,22,3366,3819,0.037699199999999995,0.0427728,815.5199999999999,2475.0,9.516532499999999,52.432379999999995,34.78260869565217,230.0,8000.0,34.78260869565217,230.0,8000.0
60,S/U,5x3,5.3,3.3,5x3,5.3,3.3,100.0,120.0,120.0,40.0,32.2,76.26527999999999,101.74765973534971,78.92326384260181,25.498773225268188,50.84352,9.9456705,22159.266975,69,70,51,57,22,22,3519,3990,0.0394128,0.044688,837.12,2464.0,9.9456705,50.84352,34.78260869565217,230.0,8000.0,34.78260869565217,230.0,8000.0
61,S/U,5x3,5.3,3.3,5x3,5.3,3.3,100.0,120.0,125.0,40.0,28.699999999999996,77.62715999999999,99.86419659735348,77.72375794478712,25.583059304976018,51.751439999999995,9.761565,22211.346749999997,69,70,50,56,23,23,3450,3920,0.038639999999999994,0.043904,836.9999999999999,2498.0,9.761565,51.751439999999995,34.78260869565217,230.0,8000.0,34.78260869565217,230.0,8000.0
134,S/U,5x3,5.3,3.3,5x3,5.3,3.3,105.0,120.0,125.0,35.0,25.199999999999996,80.078544,95.54171644612475,76.64007569564482,26.1491659626694,53.385695999999996,9.3390495,22218.521025,66,67,51,55,23,23,3366,3685,0.037699199999999995,0.041271999999999996,814.4999999999999,2509.5,9.3390495,53.385695999999996,34.78260869565217,230.0,8000.0,34.78260869565217,230.0,8000.0
113,S/U,5x3,5.3,3.3,5x3,5.3,3.3,105.0,120.0,130.0,30.0,25.199999999999996,80.078544,95.54171644612475,74.1970069883503,26.239885830433753,53.385695999999996,9.3390495,22218.521025,66,67,51,55,24,24,3366,3685,0.037699199999999995,0.041271999999999996,847.0799999999998,2499.0,9.3390495,53.385695999999996,34.78260869565217,230.0,8000.0,34.78260869565217,230.0,8000.0
45,S/U,5x3,5.3,3.3,5x3,5.3,3.3,100.0,120.0,135.0,35.0,25.199999999999996,78.98904,97.96718336483931,74.36850604663465,25.74905423950674,52.65936,9.576134999999999,22262.16825,69,70,50,54,25,25,3450,3780,0.038639999999999994,0.042336,866.1599999999999,2522.0,9.576134999999999,52.65936,34.78260869565217,230.0,8000.0,34.78260869565217,230.0,8000.0
22,S/U,5x3,5.3,3.3,5x3,5.3,3.3,100.0,120.0,140.0,30.0,25.199999999999996,78.98904,97.96718336483931,72.16772128451508,25.83369342778653,52.65936,9.576134999999999,22262.16825,69,70,50,54,26,26,3450,3780,0.038639999999999994,0.042336,898.2399999999999,2512.0,9.576134999999999,52.65936,34.78260869565217,230.0,8000.0,34.78260869565217,230.0,8000.0
62,S/U,5x3,5.3,3.3,5x3,5.3,3.3,100.0,120.0,130.0,40.0,25.199999999999996,78.98904,97.96718336483931,76.72334711602,25.66502565304119,52.65936,9.576134999999999,22262.16825,69,70,50,54,24,24,3450,3780,0.038639999999999994,0.042336,834.0799999999998,2532.0,9.576134999999999,52.65936,34.78260869565217,230.0,8000.0,34.78260869565217,230.0,8000.0
192,S/U,5x3,5.3,3.3,5x3,5.3,3.3,105.0,125.0,120.0,30.0,25.199999999999996,81.92559375,92.9536483931947,76.52176949050042,26.377512821110663,54.6170625,9.08607,22286.032124999998,63,64,52,56,22,22,3276,3584,0.0366912,0.0401408,793.9199999999998,2540.5,9.08607,54.6170625,34.78260869565217,230.0,8000.0,34.78260869565217,230.0,8000.0
332,S/U,5x3,5.3,3.3,5x3,5.3,3.3,110.0,120.0,125.0,30.0,25.199999999999996,82.39374,92.9536483931947,73.98455101788524,26.68865394107027,54.929159999999996,9.08607,22364.0565,63,64,52,56,23,23,3276,3584,0.0366912,0.0401408,826.9999999999999,2519.0,9.08607,54.929159999999996,34.78260869565217,230.0,8000.0,34.78260869565217,230.0,8000.0
351,S/U,5x3,5.3,3.3,5x3,5.3,3.3,110.0,120.0,120.0,35.0,25.199999999999996,82.39374,92.9536483931947,76.52176949050042,26.592770545102105,54.929159999999996,9.08607,22364.0565,63,64,52,56,22,22,3276,3584,0.0366912,0.0401408,793.9199999999998,2530.0,9.08607,54.929159999999996,34.78260869565217,230.0,8000.0,34.78260869565217,230.0,8000.0
73,S/U,5x3,5.3,3.3,5x3,5.3,3.3,100.0,120.0,120.0,45.0,32.2,77.62715999999999,101.74765973534971,78.92326384260181,25.498773225268188,51.751439999999995,9.9456705,22386.246975,69,70,51,57,22,22,3519,3990,0.0394128,0.044688,837.12,2508.0,9.9456705,51.751439999999995,34.78260869565217,230.0,8000.0,34.78260869565217,230.0,8000.0
149,S/U,5x3,5.3,3.3,5x3,5.3,3.3,105.0,120.0,120.0,40.0,28.699999999999996,80.078544,97.35742911153119,77.76074180982414,26.05913657269042,53.385695999999996,9.516532499999999,22387.129875,66,67,51,57,22,22,3366,3819,0.037699199999999995,0.0427728,815.5199999999999,2520.0,9.516532499999999,53.385695999999996,34.78260869565217,230.0,8000.0,34.78260869565217,230.0,8000.0
