,Type,Primary wire,width primary,height primary,Secondary wire,width secondary,height secondary,Stack mm,Tongue mm,wl mm,ww mm,Total Built,Core Loss,Copper Loss,Temperature rise Cu,Temperature rise Fe,Core weight,Conductor weight,Cost,Primary turns,Secondary turns,MTL Primary,MTL Secondary,TPL Primary,TPL Secondary,Length primary,Length secondary,Resistance primary,Resistance secondary,Cu surface area,Core surface area,Weight of Cu kg,Weight of Fe
1589,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,125.0,155.0,35.0,18.2,111.71671875,80.48756143667296,56.117798566292414,29.107040770563064,74.4778125,7.86753,26093.606625,53,54,54,57,29,29,2862,3078,0.0320544,0.03447359999999999,1000.68,3075.0,7.86753,74.4778125
851,S/U,5x3,5.3,3.3,5x3,5.3,3.3,115.0,125.0,185.0,25.0,18.2,109.30505624999999,84.83714177693761,51.97561278382748,28.5640303327802,72.8700375,8.2926945,26095.569149999996,58,59,52,55,34,34,3016,3245,0.033779199999999995,0.036343999999999994,1157.36,3078.0,8.2926945,72.8700375
898,S/U,5x3,5.3,3.3,5x3,5.3,3.3,115.0,125.0,175.0,35.0,18.2,109.30505624999999,84.83714177693761,54.41693010995933,28.38892209875928,72.8700375,8.2926945,26095.569149999996,58,59,52,55,33,33,3016,3245,0.033779199999999995,0.036343999999999994,1094.8,3101.0,8.2926945,72.8700375
879,S/U,5x3,5.3,3.3,5x3,5.3,3.3,115.0,125.0,180.0,30.0,18.2,109.30505624999999,84.83714177693761,53.16531320782204,28.476178667631377,72.8700375,8.2926945,26095.569149999996,58,59,52,55,33,33,3016,3245,0.033779199999999995,0.036343999999999994,1126.08,3089.5,8.2926945,72.8700375
1310,S/U,5x3,5.3,3.3,5x3,5.3,3.3,120.0,130.0,140.0,40.0,25.199999999999996,109.76752799999998,84.11898676748581,59.10214377783902,28.679213188755558,73.17835199999999,8.222495999999998,26105.959199999994,53,54,56,60,26,26,2968,3240,0.033241599999999996,0.036288,982.2399999999999,3076.0,8.222495999999998,73.17835199999999
243,S/U,5x3,5.3,3.3,5x3,5.3,3.3,105.0,125.0,210.0,25.0,18.2,107.24805,88.64471833648392,49.858030232282466,27.70726321783685,71.4987,8.664878999999999,26106.31005,63,64,50,53,39,39,3150,3392,0.03527999999999999,0.037990399999999994,1271.76,3133.5,8.664878999999999,71.4987
276,S/U,5x3,5.3,3.3,5x3,5.3,3.3,105.0,125.0,205.0,30.0,18.2,107.24805,88.64471833648392,50.86037580360364,27.63080806300961,71.4987,8.664878999999999,26106.31005,63,64,50,53,38,38,3150,3392,0.03527999999999999,0.037990399999999994,1241.48,3144.0,8.664878999999999,71.4987
299,S/U,5x3,5.3,3.3,5x3,5.3,3.3,105.0,125.0,200.0,35.0,18.2,107.24805,88.64471833648392,51.90838028318651,27.554817736196902,71.4987,8.664878999999999,26106.31005,63,64,50,53,37,37,3150,3392,0.03527999999999999,0.037990399999999994,1211.2,3154.5,8.664878999999999,71.4987
2661,S/U,5x3,5.3,3.3,5x3,5.3,3.3,140.0,125.0,130.0,35.0,18.2,115.19235,74.5119697542533,58.64491673187974,29.97385076570725,76.7949,7.283425499999999,26117.979224999995,47,47,57,60,24,24,2679,2820,0.030004799999999998,0.031584,878.28,3060.0,7.283425499999999,76.7949
2650,S/U,5x3,5.3,3.3,5x3,5.3,3.3,140.0,125.0,135.0,30.0,18.2,115.19235,74.5119697542533,56.84495018164462,30.087599701164255,76.7949,7.283425499999999,26117.979224999995,47,47,57,60,25,25,2679,2820,0.030004799999999998,0.031584,912.06,3046.0,7.283425499999999,76.7949
2631,S/U,5x3,5.3,3.3,5x3,5.3,3.3,140.0,125.0,140.0,25.0,18.2,115.19235,74.5119697542533,55.16273943392891,30.202307314933794,76.7949,7.283425499999999,26117.979224999995,47,47,57,60,26,26,2679,2820,0.030004799999999998,0.031584,945.84,3032.0,7.283425499999999,76.7949
1146,S/U,5x3,5.3,3.3,5x3,5.3,3.3,120.0,120.0,185.0,30.0,18.2,109.495152,84.83714177693761,51.97561278382748,28.74397293760471,72.996768,8.2926945,26127.251774999997,58,59,52,55,34,34,3016,3245,0.033779199999999995,0.036343999999999994,1157.36,3060.0,8.2926945,72.996768
1165,S/U,5x3,5.3,3.3,5x3,5.3,3.3,120.0,120.0,180.0,35.0,18.2,109.495152,84.83714177693761,53.16531320782204,28.651197145594704,72.996768,8.2926945,26127.251774999997,58,59,52,55,33,33,3016,3245,0.033779199999999995,0.036343999999999994,1126.08,3072.0,8.2926945,72.996768
1118,S/U,5x3,5.3,3.3,5x3,5.3,3.3,120.0,120.0,190.0,25.0,18.2,109.495152,84.83714177693761,50.84321345575522,28.83741546464386,72.996768,8.2926945,26127.251774999997,58,59,52,55,35,35,3016,3245,0.033779199999999995,0.036343999999999994,1188.64,3048.0,8.2926945,72.996768
2936,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,120.0,125.0,40.0,25.199999999999996,112.559382,79.34935349716446,59.7444561069696,29.838379964235507,75.039588,7.756271999999999,26128.355399999997,48,48,59,63,23,23,2832,3024,0.0317184,0.0338688,914.4999999999999,3006.5,7.756271999999999,75.039588
2939,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,120.0,120.0,45.0,25.199999999999996,112.559382,79.34935349716446,61.79332625060681,29.72003379107093,75.039588,7.756271999999999,26128.355399999997,48,48,59,63,22,22,2832,3024,0.0317184,0.0338688,877.9199999999998,3021.0,7.756271999999999,75.039588
3475,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,120.0,120.0,30.0,25.199999999999996,113.98935599999999,76.82903591682418,58.84203691216848,30.45689306455948,75.992904,7.509914999999999,26132.645249999998,45,45,61,65,22,22,2745,2925,0.030743999999999997,0.03276,901.9199999999998,2970.0,7.509914999999999,75.992904
2047,S/U,5x3,5.3,3.3,5x3,5.3,3.3,130.0,135.0,120.0,30.0,25.199999999999996,113.5297215,77.69624196597353,60.72802286094476,29.61604916518791,75.686481,7.594682999999999,26136.5691,47,47,59,63,22,22,2773,2961,0.031057599999999998,0.0331632,877.9199999999998,3060.0,7.594682999999999,75.686481
2355,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,130.0,125.0,30.0,25.199999999999996,113.5297215,77.69624196597353,58.71447478914653,29.821469589957765,75.686481,7.594682999999999,26136.5691,47,47,59,63,23,23,2773,2961,0.031057599999999998,0.0331632,914.4999999999999,3034.5,7.594682999999999,75.686481
2366,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,130.0,120.0,35.0,25.199999999999996,113.5297215,77.69624196597353,60.72802286094476,29.712326686771934,75.686481,7.594682999999999,26136.5691,47,47,59,63,22,22,2773,2961,0.031057599999999998,0.0331632,877.9199999999998,3048.0,7.594682999999999,75.686481
51,S/U,5x3,5.3,3.3,5x3,5.3,3.3,100.0,120.0,235.0,30.0,18.2,104.86476,93.25175047258978,48.708937182014424,27.023283691854672,69.90984,9.115208999999998,26136.90855,69,70,48,51,44,44,3312,3570,0.0370944,0.039984,1376.16,3158.0,9.115208999999998,69.90984
15,S/U,5x3,5.3,3.3,5x3,5.3,3.3,100.0,120.0,240.0,25.0,18.2,104.86476,93.25175047258978,47.86920578972145,27.09417019489258,69.90984,9.115208999999998,26136.90855,69,70,48,51,45,45,3312,3570,0.0370944,0.039984,1405.44,3148.0,9.115208999999998,69.90984
1397,S/U,5x3,5.3,3.3,5x3,5.3,3.3,120.0,140.0,125.0,30.0,25.199999999999996,112.491288,79.67455576559546,60.63200714553586,29.047541563940165,74.994192,7.78806,26147.204999999998,49,49,58,62,23,23,2842,3038,0.0318304,0.034025599999999996,901.9999999999999,3104.0,7.78806,74.994192
1410,S/U,5x3,5.3,3.3,5x3,5.3,3.3,120.0,140.0,120.0,35.0,25.199999999999996,112.491288,79.67455576559546,62.71131487187727,28.95511029194226,74.994192,7.78806,26147.204999999998,49,49,58,62,22,22,2842,3038,0.0318304,0.034025599999999996,865.9199999999998,3116.0,7.78806,74.994192
744,S/U,5x3,5.3,3.3,5x3,5.3,3.3,110.0,135.0,150.0,40.0,21.699999999999996,109.5462225,85.01329300567107,58.96884141505433,28.060006216215957,73.030815,8.309913,26152.1211,56,57,53,58,28,28,2968,3306,0.033241599999999996,0.037027199999999996,995.3999999999999,3152.0,8.309913,73.030815
2919,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,120.0,140.0,30.0,18.2,114.53410799999997,76.09733081285444,56.13041548418613,30.191341134701926,76.35607199999998,7.4383919999999994,26155.490399999995,48,48,57,60,26,26,2736,2880,0.030643199999999995,0.032256,945.84,3016.0,7.4383919999999994,76.35607199999998
2937,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,120.0,130.0,40.0,18.2,114.53410799999997,76.09733081285444,59.67367784804476,29.953638390485892,76.35607199999998,7.4383919999999994,26155.490399999995,48,48,57,60,24,24,2736,2880,0.030643199999999995,0.032256,878.28,3045.0,7.4383919999999994,76.35607199999998
2900,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,120.0,145.0,25.0,18.2,114.53410799999997,76.09733081285444,54.52680419949106,30.311764257076945,76.35607199999998,7.4383919999999994,26155.490399999995,48,48,57,60,27,27,2736,2880,0.030643199999999995,0.032256,979.62,3001.5,7.4383919999999994,76.35607199999998
2931,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,120.0,135.0,35.0,18.2,114.53410799999997,76.09733081285444,57.842135916677364,30.071970569270807,76.35607199999998,7.4383919999999994,26155.490399999995,48,48,57,60,25,25,2736,2880,0.030643199999999995,0.032256,912.06,3030.5,7.4383919999999994,76.35607199999998
2602,S/U,5x3,5.3,3.3,5x3,5.3,3.3,140.0,120.0,150.0,30.0,18.2,114.39792,76.35478260869564,53.82817744499447,29.997470014062106,76.26528,7.4635575,26156.699625,49,49,56,59,28,28,2744,2891,0.030732799999999994,0.0323792,998.4,3036.0,7.4635575,76.26528
1378,S/U,5x3,5.3,3.3,5x3,5.3,3.3,120.0,140.0,135.0,25.0,18.2,114.39792,76.35478260869564,58.72261168993775,29.23594386294566,76.26528,7.4635575,26156.699625,49,49,56,59,25,25,2744,2891,0.030732799999999994,0.0323792,898.56,3132.0,7.4635575,76.26528
2582,S/U,5x3,5.3,3.3,5x3,5.3,3.3,140.0,120.0,155.0,25.0,18.2,114.39792,76.35478260869564,52.389840070358844,30.112212298550773,76.26528,7.4635575,26156.699625,49,49,56,59,29,29,2744,2891,0.030732799999999994,0.0323792,1031.68,3022.0,7.4635575,76.26528
2615,S/U,5x3,5.3,3.3,5x3,5.3,3.3,140.0,120.0,145.0,35.0,18.2,114.39792,76.35478260869564,55.356813833992156,29.883689843068563,76.26528,7.4635575,26156.699625,49,49,56,59,27,27,2744,2891,0.030732799999999994,0.0323792,965.12,3050.0,7.4635575,76.26528
2623,S/U,5x3,5.3,3.3,5x3,5.3,3.3,140.0,120.0,140.0,40.0,18.2,114.39792,76.35478260869564,56.98483536674472,29.770859357293254,76.26528,7.4635575,26156.699625,49,49,56,59,26,26,2744,2891,0.030732799999999994,0.0323792,931.84,3064.0,7.4635575,76.26528
2672,S/U,5x3,5.3,3.3,5x3,5.3,3.3,140.0,130.0,125.0,25.0,18.2,115.66900799999999,74.17321739130435,59.62034352865298,30.256052649799017,77.11267199999999,7.250312999999999,26165.96535,46,46,58,61,23,23,2668,2806,0.029881599999999998,0.0314272,857.0,3038.0,7.250312999999999,77.11267199999999
2338,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,130.0,135.0,25.0,18.2,115.52147099999999,74.5119697542533,56.84495018164462,30.04051705917354,77.014314,7.283425499999999,26172.832725,47,47,57,60,25,25,2679,2820,0.030004799999999998,0.031584,912.06,3060.5,7.283425499999999,77.014314
2356,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,130.0,130.0,30.0,18.2,115.52147099999999,74.5119697542533,58.64491673187974,29.931502740843516,77.014314,7.283425499999999,26172.832725,47,47,57,60,24,24,2679,2820,0.030004799999999998,0.031584,878.28,3074.0,7.283425499999999,77.014314
2030,S/U,5x3,5.3,3.3,5x3,5.3,3.3,130.0,135.0,130.0,25.0,18.2,115.52147099999999,74.5119697542533,58.64491673187974,29.827349055861788,77.014314,7.283425499999999,26172.832725,47,47,57,60,24,24,2679,2820,0.030004799999999998,0.031584,878.28,3087.0,7.283425499999999,77.014314
390,S/U,5x3,5.3,3.3,5x3,5.3,3.3,105.0,130.0,185.0,35.0,18.2,108.439695,87.52006049149338,54.04417585452881,27.66267761418544,72.29313,8.554945499999999,26200.480725,61,62,51,54,34,34,3111,3348,0.0348432,0.0374976,1138.86,3174.5,8.554945499999999,72.29313
338,S/U,5x3,5.3,3.3,5x3,5.3,3.3,105.0,130.0,195.0,25.0,18.2,108.439695,87.52006049149338,51.744495515996164,27.814749766168667,72.29313,8.554945499999999,26200.480725,61,62,51,54,36,36,3111,3348,0.0348432,0.0374976,1200.42,3153.5,8.554945499999999,72.29313
369,S/U,5x3,5.3,3.3,5x3,5.3,3.3,105.0,130.0,190.0,30.0,18.2,108.439695,87.52006049149338,52.866708478080106,27.738483310856118,72.29313,8.554945499999999,26200.480725,61,62,51,54,35,35,3111,3348,0.0348432,0.0374976,1169.64,3164.0,8.554945499999999,72.29313
578,S/U,5x3,5.3,3.3,5x3,5.3,3.3,110.0,125.0,190.0,35.0,18.2,109.234125,86.09730056710774,52.155815766643336,28.030689983299396,72.82275,8.415873,26200.76685,60,61,51,54,35,35,3060,3294,0.034272,0.036892799999999996,1169.64,3147.0,8.415873,72.82275
527,S/U,5x3,5.3,3.3,5x3,5.3,3.3,110.0,125.0,200.0,25.0,18.2,109.234125,86.09730056710774,49.992222035560765,28.19359000678859,72.82275,8.415873,26200.76685,60,61,51,54,37,37,3060,3294,0.034272,0.036892799999999996,1231.2,3125.0,8.415873,72.82275
557,S/U,5x3,5.3,3.3,5x3,5.3,3.3,110.0,125.0,195.0,30.0,18.2,109.234125,86.09730056710774,51.04869307664917,28.111879152288775,72.82275,8.415873,26200.76685,60,61,51,54,36,36,3060,3294,0.034272,0.036892799999999996,1200.42,3136.0,8.415873,72.82275
3460,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,120.0,130.0,25.0,18.2,116.10027,73.78026465028354,56.78385978260834,30.717140064550602,77.40017999999999,7.211902499999999,26201.352375,45,45,59,62,24,24,2655,2790,0.029736,0.031247999999999995,904.28,2994.0,7.211902499999999,77.40017999999999
3476,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,120.0,125.0,30.0,18.2,116.10027,73.78026465028354,58.65356958014873,30.586404687262544,77.40017999999999,7.211902499999999,26201.352375,45,45,59,62,23,23,2655,2790,0.029736,0.031247999999999995,869.5,3009.5,7.211902499999999,77.40017999999999
3237,S/U,5x3,5.3,3.3,5x3,5.3,3.3,150.0,125.0,125.0,25.0,18.2,117.0365625,72.14070321361058,57.57485093929648,30.659633374080915,78.024375,7.051638,26205.14985,44,44,59,62,23,23,2596,2728,0.0290752,0.030553599999999997,869.5,3025.0,7.051638,78.024375
3253,S/U,5x3,5.3,3.3,5x3,5.3,3.3,150.0,125.0,120.0,30.0,18.2,117.0365625,72.14070321361058,59.54931686970314,30.53462145182803,78.024375,7.051638,26205.14985,44,44,59,62,22,22,2596,2728,0.0290752,0.030553599999999997,834.72,3040.0,7.051638,78.024375
1056,S/U,5x3,5.3,3.3,5x3,5.3,3.3,115.0,140.0,145.0,25.0,18.2,113.28571799999999,78.87510018903592,57.57728106115762,28.86022705006522,75.52381199999999,7.709914499999999,26205.371774999996,51,52,55,58,27,27,2805,3016,0.031416,0.033779199999999995,950.62,3150.5,7.709914499999999,75.52381199999999
1078,S/U,5x3,5.3,3.3,5x3,5.3,3.3,115.0,140.0,140.0,30.0,18.2,113.28571799999999,78.87510018903592,59.27060563807451,28.773500243254762,75.52381199999999,7.709914499999999,26205.371774999996,51,52,55,58,26,26,2805,3016,0.031416,0.033779199999999995,917.84,3162.0,7.709914499999999,75.52381199999999
464,S/U,5x3,5.3,3.3,5x3,5.3,3.3,110.0,120.0,210.0,30.0,18.2,107.860896,88.64471833648392,49.858030232282466,27.98188883466675,71.907264,8.664878999999999,26208.451049999996,63,64,50,53,39,39,3150,3392,0.03527999999999999,0.037990399999999994,1271.76,3114.0,8.664878999999999,71.907264
431,S/U,5x3,5.3,3.3,5x3,5.3,3.3,110.0,120.0,215.0,25.0,18.2,107.860896,88.64471833648392,48.89833664600364,28.06379832193423,71.907264,8.664878999999999,26208.451049999996,63,64,50,53,40,40,3150,3392,0.03527999999999999,0.037990399999999994,1302.04,3103.0,8.664878999999999,71.907264
1091,S/U,5x3,5.3,3.3,5x3,5.3,3.3,115.0,140.0,130.0,35.0,25.199999999999996,111.45852900000001,82.37102457466918,61.03488482581908,28.5989664261893,74.30568600000001,8.0516355,26225.475225000002,51,52,57,61,24,24,2907,3172,0.032558399999999994,0.0355264,925.0799999999998,3134.0,8.0516355,74.30568600000001
1077,S/U,5x3,5.3,3.3,5x3,5.3,3.3,115.0,140.0,135.0,30.0,25.199999999999996,111.45852900000001,82.37102457466918,59.16156387651664,28.68593989695889,74.30568600000001,8.0516355,26225.475225000002,51,52,57,61,25,25,2907,3172,0.032558399999999994,0.0355264,960.6599999999999,3122.5,8.0516355,74.30568600000001
1100,S/U,5x3,5.3,3.3,5x3,5.3,3.3,115.0,140.0,125.0,40.0,25.199999999999996,111.45852900000001,82.37102457466918,63.04456720013232,28.51257376547136,74.30568600000001,8.0516355,26225.475225000002,51,52,57,61,23,23,2907,3172,0.032558399999999994,0.0355264,889.4999999999999,3145.5,8.0516355,74.30568600000001
1105,S/U,5x3,5.3,3.3,5x3,5.3,3.3,115.0,140.0,120.0,45.0,25.199999999999996,111.45852900000001,82.37102457466918,65.20661100924505,28.42675593389163,74.30568600000001,8.0516355,26225.475225000002,51,52,57,61,22,22,2907,3172,0.032558399999999994,0.0355264,853.9199999999998,3157.0,8.0516355,74.30568600000001
1682,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,135.0,130.0,30.0,25.199999999999996,112.99348125,79.67455576559546,58.699230357762744,29.338201777873994,75.3289875,7.78806,26230.903875,49,49,58,62,24,24,2842,3038,0.0318304,0.034025599999999996,938.0799999999998,3080.5,7.78806,75.3289875
1695,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,135.0,125.0,35.0,25.199999999999996,112.99348125,79.67455576559546,60.63200714553586,29.240231002613548,75.3289875,7.78806,26230.903875,49,49,58,62,23,23,2842,3038,0.0318304,0.034025599999999996,901.9999999999999,3093.0,7.78806,75.3289875
2330,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,125.0,130.0,40.0,25.199999999999996,112.99348125,79.67455576559546,58.699230357762744,29.544324604605517,75.3289875,7.78806,26230.903875,49,49,58,62,24,24,2842,3038,0.0318304,0.034025599999999996,938.0799999999998,3054.5,7.78806,75.3289875
1702,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,135.0,120.0,40.0,25.199999999999996,112.99348125,79.67455576559546,62.71131487187727,29.142980551870686,75.3289875,7.78806,26230.903875,49,49,58,62,22,22,2842,3038,0.0318304,0.034025599999999996,865.9199999999998,3105.5,7.78806,75.3289875
1683,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,135.0,135.0,30.0,18.2,114.908625,76.35478260869564,58.72261168993775,29.436901168548534,76.60575,7.4635575,26241.817125,49,49,56,59,25,25,2744,2891,0.030732799999999994,0.0323792,898.56,3120.0,7.4635575,76.60575
2331,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,125.0,135.0,40.0,18.2,114.908625,76.35478260869564,58.72261168993775,29.648994566635267,76.60575,7.4635575,26241.817125,49,49,56,59,25,25,2744,2891,0.030732799999999994,0.0323792,898.56,3093.0,7.4635575,76.60575
1663,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,135.0,140.0,25.0,18.2,114.908625,76.35478260869564,56.98483536674472,29.53467423572774,76.60575,7.4635575,26241.817125,49,49,56,59,26,26,2744,2891,0.030732799999999994,0.0323792,931.84,3107.5,7.4635575,76.60575
2291,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,125.0,150.0,25.0,18.2,114.908625,76.35478260869564,53.82817744499447,29.97355110306939,76.60575,7.4635575,26241.817125,49,49,56,59,28,28,2744,2891,0.030732799999999994,0.0323792,998.4,3052.5,7.4635575,76.60575
2324,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,125.0,140.0,35.0,18.2,114.908625,76.35478260869564,56.98483536674472,29.756313956012306,76.60575,7.4635575,26241.817125,49,49,56,59,26,26,2744,2891,0.030732799999999994,0.0323792,931.84,3079.5,7.4635575,76.60575
2311,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,125.0,145.0,30.0,18.2,114.908625,76.35478260869564,55.356813833992156,29.864495876151537,76.60575,7.4635575,26241.817125,49,49,56,59,27,27,2744,2891,0.030732799999999994,0.0323792,965.12,3066.0,7.4635575,76.60575
3229,S/U,5x3,5.3,3.3,5x3,5.3,3.3,150.0,120.0,120.0,40.0,25.199999999999996,114.39792,77.28973913043478,59.79119810006413,30.095761161715004,76.26528,7.5549479999999996,26243.5206,46,46,60,64,22,22,2760,2944,0.030911999999999995,0.0329728,889.9199999999998,3024.0,7.5549479999999996,76.26528
2015,S/U,5x3,5.3,3.3,5x3,5.3,3.3,130.0,130.0,130.0,35.0,25.199999999999996,113.160879,79.67455576559546,58.699230357762744,29.472918573382234,75.440586,7.78806,26258.803499999998,49,49,58,62,24,24,2842,3038,0.0318304,0.034025599999999996,938.0799999999998,3068.0,7.78806,75.440586
