,Type,Primary wire,width primary,height primary,Secondary wire,width secondary,height secondary,Stack mm,Tongue mm,wl mm,ww mm,Total Built,Core Loss,Copper Loss,Temperature rise Cu,Temperature rise Fe,Core weight,Conductor weight,Cost,Primary turns,Secondary turns,MTL Primary,MTL Secondary,TPL Primary,TPL Secondary,Length primary,Length secondary,Resistance primary,Resistance secondary,Cu surface area,Core surface area,Weight of Cu kg,Weight of Fe
2248,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,120.0,220.0,25.0,18.2,134.213274,78.87510018903592,40.80374154852509,30.776639595601843,89.475516,7.709914499999999,29693.297775,51,52,55,58,41,41,2805,3016,0.031416,0.033779199999999995,1442.32,3453.0,7.709914499999999,89.475516
3983,S/U,5x3,5.3,3.3,5x3,5.3,3.3,165.0,135.0,120.0,25.0,18.2,141.56742599999998,65.67730812854441,52.03601211228596,32.501672898994094,94.378284,6.419851499999999,29693.429925,37,37,64,67,22,22,2368,2479,0.026521599999999996,0.027764799999999996,894.72,3409.5,6.419851499999999,94.378284
3089,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,145.0,120.0,30.0,18.2,140.78150775,67.113618147448,54.177436929146516,31.701159144959806,93.8543385,6.5602485,29695.8207,39,39,62,65,22,22,2418,2535,0.027081599999999994,0.028391999999999997,870.72,3494.5,6.5602485,93.8543385
3078,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,145.0,125.0,25.0,18.2,140.78150775,67.113618147448,52.38108545046517,31.810224481529094,93.8543385,6.5602485,29695.8207,39,39,62,65,23,23,2418,2535,0.027081599999999994,0.028391999999999997,907.0,3480.0,6.5602485,93.8543385
2192,S/U,5x3,5.3,3.3,5x3,5.3,3.3,130.0,155.0,120.0,30.0,18.2,139.49623350000002,69.44423440453684,56.36929548137711,30.92560474523257,92.997489,6.7880625,29698.031625,41,41,61,64,22,22,2501,2624,0.028011199999999997,0.029388799999999996,858.72,3568.0,6.7880625,92.997489
3533,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,130.0,150.0,25.0,18.2,139.49623350000002,69.44423440453684,46.88079158711914,32.06567589975463,92.997489,6.7880625,29698.031625,41,41,61,64,28,28,2501,2624,0.028011199999999997,0.029388799999999996,1073.4,3415.0,6.7880625,92.997489
3546,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,130.0,145.0,30.0,18.2,139.49623350000002,69.44423440453684,48.212133039991436,31.945956175781784,92.997489,6.7880625,29698.031625,41,41,61,64,27,27,2501,2624,0.028011199999999997,0.029388799999999996,1037.62,3430.5,6.7880625,92.997489
2179,S/U,5x3,5.3,3.3,5x3,5.3,3.3,130.0,155.0,125.0,25.0,18.2,139.49623350000002,69.44423440453684,54.50026894506044,31.018986924088832,92.997489,6.7880625,29698.031625,41,41,61,64,23,23,2501,2624,0.028011199999999997,0.029388799999999996,894.5,3555.0,6.7880625,92.997489
3208,S/U,5x3,5.3,3.3,5x3,5.3,3.3,150.0,120.0,190.0,25.0,18.2,136.86894,74.17321739130435,42.18826549819346,31.619551552450925,91.24596,7.250312999999999,29699.28735,46,46,58,61,35,35,2668,2806,0.029881599999999998,0.0314272,1302.64,3408.0,7.250312999999999,91.24596
4101,S/U,5x3,5.3,3.3,5x3,5.3,3.3,170.0,120.0,155.0,25.0,18.2,138.91176,70.55534215500944,45.70337604807267,32.37814382543987,92.60784,6.896671499999999,29703.797925,41,41,62,65,29,29,2542,2665,0.0284704,0.029848,1124.68,3361.0,6.896671499999999,92.60784
4113,S/U,5x3,5.3,3.3,5x3,5.3,3.3,170.0,120.0,150.0,30.0,18.2,138.91176,70.55534215500944,46.95813983106353,32.24349215249604,92.60784,6.896671499999999,29703.797925,41,41,62,65,28,28,2542,2665,0.0284704,0.029848,1088.4,3378.0,6.896671499999999,92.60784
445,S/U,5x3,5.3,3.3,5x3,5.3,3.3,110.0,120.0,285.0,25.0,18.2,128.833848,88.64471833648392,38.742389201851516,28.79317882912844,85.88923199999999,8.664878999999999,29703.943049999994,63,64,50,53,53,53,3150,3392,0.03527999999999999,0.037990399999999994,1725.96,3593.0,8.664878999999999,85.88923199999999
4525,S/U,5x3,5.3,3.3,5x3,5.3,3.3,185.0,120.0,130.0,30.0,18.2,141.09076799999997,66.68001512287333,48.78053895584062,32.65271583866266,94.06051199999999,6.5178645,29707.099274999997,37,37,65,68,24,24,2405,2516,0.026935999999999998,0.028179199999999998,982.28,3379.0,6.5178645,94.06051199999999
4516,S/U,5x3,5.3,3.3,5x3,5.3,3.3,185.0,120.0,135.0,25.0,18.2,141.09076799999997,66.68001512287333,47.28333607252194,32.80112461292307,94.06051199999999,6.5178645,29707.099274999997,37,37,65,68,25,25,2405,2516,0.026935999999999998,0.028179199999999998,1020.06,3360.5,6.5178645,94.06051199999999
3470,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,120.0,180.0,25.0,18.2,137.20941000000002,73.78026465028354,43.399730171064704,31.83116228259609,91.47294000000001,7.211902499999999,29719.542375,45,45,59,62,33,33,2655,2790,0.029736,0.031247999999999995,1252.08,3389.0,7.211902499999999,91.47294000000001
4531,S/U,5x3,5.3,3.3,5x3,5.3,3.3,185.0,125.0,120.0,25.0,18.2,141.7206375,65.85345935727787,51.0233692541796,32.873558105886055,94.480425,6.43707,29735.32275,36,36,66,69,22,22,2376,2484,0.026611199999999995,0.0278208,918.72,3366.5,6.43707,94.480425
1834,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,155.0,135.0,25.0,18.2,138.52873125000002,71.66644990548204,53.10536118118183,30.677327140246767,92.35248750000001,7.0052805,29743.13835,43,43,60,63,25,25,2580,2709,0.028895999999999998,0.030340799999999998,952.56,3578.0,7.0052805,92.35248750000001
1848,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,155.0,130.0,30.0,18.2,138.52873125000002,71.66644990548204,54.78691554016775,30.58908331076872,92.35248750000001,7.0052805,29743.13835,43,43,60,63,24,24,2580,2709,0.028895999999999998,0.030340799999999998,917.28,3590.5,7.0052805,92.35248750000001
1859,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,155.0,120.0,40.0,18.2,138.52873125000002,71.66644990548204,58.531593861759035,30.414267767391006,92.35248750000001,7.0052805,29743.13835,43,43,60,63,22,22,2580,2709,0.028895999999999998,0.030340799999999998,846.72,3615.5,7.0052805,92.35248750000001
3518,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,125.0,160.0,30.0,18.2,138.52873125000002,71.66644990548204,46.15204549056565,31.847204828118002,92.35248750000001,7.0052805,29743.13835,43,43,60,63,30,30,2580,2709,0.028895999999999998,0.030340799999999998,1128.96,3419.5,7.0052805,92.35248750000001
1856,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,155.0,125.0,35.0,18.2,138.52873125000002,71.66644990548204,56.59087238907931,30.501398674887138,92.35248750000001,7.0052805,29743.13835,43,43,60,63,23,23,2580,2709,0.028895999999999998,0.030340799999999998,882.0,3603.0,7.0052805,92.35248750000001
3504,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,125.0,165.0,25.0,18.2,138.52873125000002,71.66644990548204,44.99376355788941,31.966939999615736,92.35248750000001,7.0052805,29743.13835,43,43,60,63,31,31,2580,2709,0.028895999999999998,0.030340799999999998,1164.24,3404.0,7.0052805,92.35248750000001
3573,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,135.0,125.0,35.0,18.2,140.11191674999998,68.83448015122872,53.488039645056276,31.889708648292963,93.40794449999999,6.72846,29744.023124999996,40,40,62,65,23,23,2480,2600,0.027776,0.029119999999999997,907.0,3453.0,6.72846,93.40794449999999
3557,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,135.0,135.0,25.0,18.2,140.11191674999998,68.83448015122872,50.19363625806618,32.12814423677214,93.40794449999999,6.72846,29744.023124999996,40,40,62,65,25,25,2480,2600,0.027776,0.029119999999999997,979.56,3422.0,6.72846,93.40794449999999
3568,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,135.0,130.0,30.0,18.2,140.11191674999998,68.83448015122872,51.782992322421755,32.00843564630832,93.40794449999999,6.72846,29744.023124999996,40,40,62,65,24,24,2480,2600,0.027776,0.029119999999999997,943.28,3437.5,6.72846,93.40794449999999
1207,S/U,5x3,5.3,3.3,5x3,5.3,3.3,120.0,125.0,240.0,25.0,18.2,132.7833,81.99162192816632,40.22552534116602,29.84316072309504,88.5222,8.0145495,29744.372024999997,55,56,53,56,45,45,2915,3136,0.032647999999999996,0.03512319999999999,1525.44,3546.0,8.0145495,88.5222
1495,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,120.0,245.0,25.0,18.2,132.7833,81.99162192816632,39.54622423955913,30.099302804486058,88.5222,8.0145495,29744.372024999997,55,56,53,56,46,46,2915,3136,0.032647999999999996,0.03512319999999999,1557.22,3509.5,8.0145495,88.5222
1825,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,150.0,140.0,35.0,18.2,138.3159375,72.14070321361058,52.42986452484283,30.48365976755655,92.210625,7.051638,29751.71235,44,44,59,62,26,26,2596,2728,0.0290752,0.030553599999999997,973.84,3600.0,7.051638,92.210625
1816,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,150.0,145.0,30.0,18.2,138.3159375,72.14070321361058,50.931975694307454,30.57136666840988,92.210625,7.051638,29751.71235,44,44,59,62,27,27,2596,2728,0.0290752,0.030553599999999997,1008.62,3587.5,7.051638,92.210625
1800,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,150.0,150.0,25.0,18.2,138.3159375,72.14070321361058,49.525527851349125,30.659633374080915,92.210625,7.051638,29751.71235,44,44,59,62,28,28,2596,2728,0.0290752,0.030553599999999997,1043.4,3575.0,7.051638,92.210625
3247,S/U,5x3,5.3,3.3,5x3,5.3,3.3,150.0,125.0,175.0,25.0,18.2,138.3159375,72.14070321361058,43.604475286409944,31.764595974697283,92.210625,7.051638,29751.71235,44,44,59,62,33,33,2596,2728,0.0290752,0.030553599999999997,1217.3,3425.0,7.051638,92.210625
2302,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,125.0,205.0,25.0,18.2,135.97520624999999,76.35478260869564,41.5864995499839,30.93986108544376,90.6501375,7.4635575,29752.914,49,49,56,59,38,38,2744,2891,0.030732799999999994,0.0323792,1364.48,3476.0,7.4635575,90.6501375
1674,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,135.0,195.0,25.0,18.2,135.97520624999999,76.35478260869564,43.34035520889852,30.462878595845655,90.6501375,7.4635575,29752.914,49,49,56,59,36,36,2744,2891,0.030732799999999994,0.0323792,1297.92,3542.0,7.4635575,90.6501375
1740,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,140.0,175.0,30.0,18.2,137.039175,74.5119697542533,45.87733213076875,30.46439544768685,91.35945,7.283425499999999,29759.116725,47,47,57,60,33,33,2679,2820,0.030004799999999998,0.031584,1182.3,3569.5,7.283425499999999,91.35945
1721,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,140.0,180.0,25.0,18.2,137.039175,74.5119697542533,44.82213029920994,30.552798272416574,91.35945,7.283425499999999,29759.116725,47,47,57,60,33,33,2679,2820,0.030004799999999998,0.031584,1216.08,3557.0,7.283425499999999,91.35945
2642,S/U,5x3,5.3,3.3,5x3,5.3,3.3,140.0,125.0,195.0,25.0,18.2,137.039175,74.5119697542533,41.954542923144125,31.25113134877777,91.35945,7.283425499999999,29759.116725,47,47,57,60,36,36,2679,2820,0.030004799999999998,0.031584,1317.42,3461.0,7.283425499999999,91.35945
1941,S/U,5x3,5.3,3.3,5x3,5.3,3.3,130.0,125.0,215.0,25.0,18.2,134.62751250000002,78.87510018903592,41.58598135766225,30.591871722927618,89.751675,7.709914499999999,29762.337525,51,52,55,58,40,40,2805,3016,0.031416,0.033779199999999995,1409.54,3489.0,7.709914499999999,89.751675
1621,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,130.0,210.0,25.0,18.2,134.62751250000002,78.87510018903592,42.40216044115509,30.34779956235965,89.751675,7.709914499999999,29762.337525,51,52,55,58,39,39,2805,3016,0.031416,0.033779199999999995,1376.76,3523.0,7.709914499999999,89.751675
4272,S/U,5x3,5.3,3.3,5x3,5.3,3.3,175.0,120.0,145.0,30.0,18.2,140.61410999999998,68.17052551984877,46.411682114495186,32.446604876571286,93.74274,6.6635595,29766.066525,39,39,63,66,27,27,2457,2574,0.0275184,0.028828799999999998,1066.62,3393.5,6.6635595,93.74274
4261,S/U,5x3,5.3,3.3,5x3,5.3,3.3,175.0,120.0,150.0,25.0,18.2,140.61410999999998,68.17052551984877,45.13005874708878,32.58546879417858,93.74274,6.6635595,29766.066525,39,39,63,66,28,28,2457,2574,0.0275184,0.028828799999999998,1103.4,3376.0,6.6635595,93.74274
1457,S/U,5x3,5.3,3.3,5x3,5.3,3.3,120.0,145.0,170.0,30.0,18.2,136.256094,76.09733081285444,47.8133535366969,30.128930421651773,90.837396,7.4383919999999994,29775.821399999997,48,48,57,60,32,32,2736,2880,0.030643199999999995,0.032256,1148.52,3597.0,7.4383919999999994,90.837396
1438,S/U,5x3,5.3,3.3,5x3,5.3,3.3,120.0,145.0,175.0,25.0,18.2,136.256094,76.09733081285444,46.68212166820305,30.212208275118833,90.837396,7.4383919999999994,29775.821399999997,48,48,57,60,33,33,2736,2880,0.030643199999999995,0.032256,1182.3,3585.0,7.4383919999999994,90.837396
2911,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,120.0,200.0,25.0,18.2,136.256094,76.09733081285444,41.807022483190536,31.373348987216765,90.837396,7.4383919999999994,29775.821399999997,48,48,57,60,37,37,2736,2880,0.030643199999999995,0.032256,1351.2,3425.0,7.4383919999999994,90.837396
1994,S/U,5x3,5.3,3.3,5x3,5.3,3.3,130.0,130.0,200.0,25.0,18.2,136.176651,76.35478260869564,42.44341098899583,30.72965071549142,90.78443399999999,7.4635575,29786.488125,49,49,56,59,37,37,2744,2891,0.030732799999999994,0.0323792,1331.2,3510.0,7.4635575,90.78443399999999
626,S/U,5x3,5.3,3.3,5x3,5.3,3.3,110.0,130.0,250.0,25.0,18.2,131.45546699999997,84.83714177693761,40.530785331781956,29.069277415392378,87.63697799999998,8.2926945,29787.304274999995,58,59,52,55,47,47,3016,3245,0.033779199999999995,0.036343999999999994,1564.0,3624.0,8.2926945,87.63697799999998
1007,S/U,5x3,5.3,3.3,5x3,5.3,3.3,115.0,135.0,220.0,25.0,18.2,133.906851,80.48756143667296,42.02168608962334,29.648152070392108,89.27123399999999,7.86753,29791.962,53,54,54,57,41,41,2862,3078,0.0320544,0.03447359999999999,1420.32,3604.5,7.86753,89.27123399999999
3953,S/U,5x3,5.3,3.3,5x3,5.3,3.3,165.0,125.0,145.0,30.0,18.2,140.443875,68.83448015122872,47.31669280412814,32.25330063656705,93.62925,6.72846,29799.3495,40,40,62,65,27,27,2480,2600,0.027776,0.029119999999999997,1052.12,3414.0,6.72846,93.62925
3941,S/U,5x3,5.3,3.3,5x3,5.3,3.3,165.0,125.0,150.0,25.0,18.2,140.443875,68.83448015122872,46.01007825358115,32.38262951265318,93.62925,6.72846,29799.3495,40,40,62,65,28,28,2480,2600,0.027776,0.029119999999999997,1088.4,3397.5,6.72846,93.62925
2508,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,150.0,120.0,35.0,18.2,140.18852249999998,69.44423440453684,56.36929548137711,31.124393330730598,93.459015,6.7880625,29813.413125,41,41,61,64,22,22,2501,2624,0.028011199999999997,0.029388799999999996,858.72,3558.0,6.7880625,93.459015
2502,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,150.0,125.0,30.0,18.2,140.18852249999998,69.44423440453684,54.50026894506044,31.222278301005513,93.459015,6.7880625,29813.413125,41,41,61,64,23,23,2501,2624,0.028011199999999997,0.029388799999999996,894.5,3544.5,6.7880625,93.459015
3323,S/U,5x3,5.3,3.3,5x3,5.3,3.3,150.0,135.0,140.0,30.0,18.2,140.18852249999998,69.44423440453684,49.63003239677919,31.835586125317445,93.459015,6.7880625,29813.413125,41,41,61,64,26,26,2501,2624,0.028011199999999997,0.029388799999999996,1001.84,3462.0,6.7880625,93.459015
2489,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,150.0,130.0,25.0,18.2,140.18852249999998,69.44423440453684,52.762954617141794,31.32084640962527,93.459015,6.7880625,29813.413125,41,41,61,64,24,24,2501,2624,0.028011199999999997,0.029388799999999996,930.28,3531.0,6.7880625,93.459015
3310,S/U,5x3,5.3,3.3,5x3,5.3,3.3,150.0,135.0,145.0,25.0,18.2,140.18852249999998,69.44423440453684,48.212133039991436,31.949973660455864,93.459015,6.7880625,29813.413125,41,41,61,64,27,27,2501,2624,0.028011199999999997,0.029388799999999996,1037.62,3447.0,6.7880625,93.459015
352,S/U,5x3,5.3,3.3,5x3,5.3,3.3,105.0,130.0,265.0,25.0,18.2,130.127634,87.52006049149338,40.1635094695934,28.563116070829295,86.751756,8.554945499999999,29815.137225,61,62,51,54,50,50,3111,3348,0.0348432,0.0374976,1631.34,3664.5,8.554945499999999,86.751756
2349,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,130.0,190.0,25.0,18.2,137.43071549999996,74.5119697542533,42.864435490791344,31.07294154699827,91.62047699999998,7.283425499999999,29824.373474999993,47,47,57,60,35,35,2679,2820,0.030004799999999998,0.031584,1283.64,3495.0,7.283425499999999,91.62047699999998
2041,S/U,5x3,5.3,3.3,5x3,5.3,3.3,130.0,135.0,185.0,25.0,18.2,137.43071549999996,74.5119697542533,43.81912845075164,30.839890624287708,91.62047699999998,7.283425499999999,29824.373474999993,47,47,57,60,34,34,2679,2820,0.030004799999999998,0.031584,1249.86,3527.0,7.283425499999999,91.62047699999998
3914,S/U,5x3,5.3,3.3,5x3,5.3,3.3,165.0,120.0,165.0,25.0,18.2,139.320324,71.13799621928166,44.20272326884084,32.262648978251,92.880216,6.953625,29825.99775,42,42,61,64,31,31,2562,2688,0.0286944,0.030105599999999996,1180.74,3385.5,6.953625,92.880216
2460,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,145.0,145.0,25.0,18.2,139.95870524999998,69.99978827977316,49.09791609807446,31.300396598009506,93.3058035,6.842366999999999,29826.699524999996,42,42,60,63,27,27,2520,2646,0.028224,0.029635199999999997,1023.12,3528.0,6.842366999999999,93.3058035
2482,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,145.0,135.0,35.0,18.2,139.95870524999998,69.99978827977316,52.0831612610253,31.10390600103362,93.3058035,6.842366999999999,29826.699524999996,42,42,60,63,25,25,2520,2646,0.028224,0.029635199999999997,952.56,3555.0,6.842366999999999,93.3058035
3039,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,135.0,150.0,30.0,18.2,139.95870524999998,69.99978827977316,47.74211441850985,31.622806985451128,93.3058035,6.842366999999999,29826.699524999996,42,42,60,63,28,28,2520,2646,0.028224,0.029635199999999997,1058.4,3484.5,6.842366999999999,93.3058035
2474,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,145.0,140.0,30.0,18.2,139.95870524999998,69.99978827977316,50.541865976776855,31.20180937571878,93.3058035,6.842366999999999,29826.699524999996,42,42,60,63,26,26,2520,2646,0.028224,0.029635199999999997,987.84,3541.5,6.842366999999999,93.3058035
3025,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,135.0,155.0,25.0,18.2,139.95870524999998,69.99978827977316,46.466402128558286,31.731916176429596,93.3058035,6.842366999999999,29826.699524999996,42,42,60,63,29,29,2520,2646,0.028224,0.029635199999999997,1093.68,3470.0,6.842366999999999,93.3058035
258,S/U,5x3,5.3,3.3,5x3,5.3,3.3,105.0,125.0,285.0,25.0,18.2,129.59139375,88.64471833648392,38.742389201851516,28.45623574165483,86.3942625,8.664878999999999,29830.200675,63,64,50,53,53,53,3150,3392,0.03527999999999999,0.037990399999999994,1725.96,3666.0,8.664878999999999,86.3942625
4626,S/U,5x3,5.3,3.3,5x3,5.3,3.3,190.0,120.0,130.0,25.0,18.2,142.31646,65.85345935727787,47.75904494427038,32.943225855108174,94.87764,6.43707,29834.6265,36,36,66,69,24,24,2376,2484,0.026611199999999995,0.0278208,995.28,3372.0,6.43707,94.87764
4635,S/U,5x3,5.3,3.3,5x3,5.3,3.3,190.0,120.0,125.0,30.0,18.2,142.31646,65.85345935727787,49.33159662700792,32.790685729313154,94.87764,6.43707,29834.6265,36,36,66,69,23,23,2376,2484,0.026611199999999995,0.0278208,957.0,3391.0,6.43707,94.87764
2390,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,135.0,175.0,25.0,18.2,138.57980175,72.56075614366728,44.341285950316454,31.176903768283132,92.3865345,7.092697499999999,29834.696249999997,45,45,58,61,33,33,2610,2745,0.029231999999999998,0.030743999999999997,1199.8,3510.0,7.092697499999999,92.3865345
2407,S/U,5x3,5.3,3.3,5x3,5.3,3.3,135.0,135.0,170.0,30.0,18.2,138.57980175,72.56075614366728,45.41579314845784,31.078203693758667,92.3865345,7.092697499999999,29834.696249999997,45,45,58,61,32,32,2610,2745,0.029231999999999998,0.030743999999999997,1165.52,3523.5,7.092697499999999,92.3865345
541,S/U,5x3,5.3,3.3,5x3,5.3,3.3,110.0,125.0,270.0,25.0,18.2,131.08095,86.09730056710774,39.016359817629585,28.967843886826202,87.3873,8.415873,29841.90435,60,61,51,54,50,50,3060,3294,0.034272,0.036892799999999996,1662.12,3629.0,8.415873,87.3873
4291,S/U,5x3,5.3,3.3,5x3,5.3,3.3,175.0,125.0,130.0,30.0,18.2,141.50784375,67.45237051039697,49.79172049350767,32.545575778469086,94.3385625,6.593360999999999,29848.333574999997,38,38,64,67,24,24,2432,2546,0.0272384,0.028515199999999997,969.28,3402.5,6.593360999999999,94.3385625
4281,S/U,5x3,5.3,3.3,5x3,5.3,3.3,175.0,125.0,135.0,25.0,18.2,141.50784375,67.45237051039697,48.263481792501025,32.68449309846004,94.3385625,6.593360999999999,29848.333574999997,38,38,64,67,25,25,2432,2546,0.0272384,0.028515199999999997,1006.56,3385.0,6.593360999999999,94.3385625
2767,S/U,5x3,5.3,3.3,5x3,5.3,3.3,140.0,140.0,145.0,30.0,18.2,140.137452,69.99978827977316,49.09791609807446,31.43648970776907,93.42496799999999,6.842366999999999,29856.49065,42,42,60,63,27,27,2520,2646,0.028224,0.029635199999999997,1023.12,3514.0,6.842366999999999,93.42496799999999
2753,S/U,5x3,5.3,3.3,5x3,5.3,3.3,140.0,140.0,150.0,25.0,18.2,140.137452,69.99978827977316,47.74211441850985,31.540319780796114,93.42496799999999,6.842366999999999,29856.49065,42,42,60,63,28,28,2520,2646,0.028224,0.029635199999999997,1058.4,3500.0,6.842366999999999,93.42496799999999
1779,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,145.0,160.0,30.0,18.2,137.81941875,74.17321739130435,48.622696391380195,30.529903925736292,91.87961250000001,7.250312999999999,29857.700475,46,46,58,61,30,30,2668,2806,0.029881599999999998,0.0314272,1096.96,3580.5,7.250312999999999,91.87961250000001
1762,S/U,5x3,5.3,3.3,5x3,5.3,3.3,125.0,145.0,165.0,25.0,18.2,137.81941875,74.17321739130435,47.40240831639877,30.618223800286728,91.87961250000001,7.250312999999999,29857.700475,46,46,58,61,31,31,2668,2806,0.029881599999999998,0.0314272,1131.24,3568.0,7.250312999999999,91.87961250000001
2955,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,125.0,185.0,25.0,18.2,137.81941875,74.17321739130435,43.12789854369837,31.52599190941429,91.87961250000001,7.250312999999999,29857.700475,46,46,58,61,34,34,2668,2806,0.029881599999999998,0.0314272,1268.36,3444.0,7.250312999999999,91.87961250000001
1068,S/U,5x3,5.3,3.3,5x3,5.3,3.3,115.0,140.0,205.0,25.0,18.2,135.211986,78.87510018903592,43.25461324634277,29.750353344537476,90.141324,7.709914499999999,29859.749774999997,51,52,55,58,38,38,2805,3016,0.031416,0.033779199999999995,1343.98,3624.5,7.709914499999999,90.141324
3963,S/U,5x3,5.3,3.3,5x3,5.3,3.3,165.0,130.0,135.0,25.0,18.2,141.19290900000001,68.17052551984877,49.233599225191924,32.46209519593794,94.128606,6.6635595,29862.533025,39,39,63,66,25,25,2457,2574,0.0275184,0.028828799999999998,993.06,3405.5,6.6635595,94.128606
3979,S/U,5x3,5.3,3.3,5x3,5.3,3.3,165.0,130.0,125.0,35.0,18.2,141.19290900000001,68.17052551984877,52.46499165126109,32.20454295121849,94.128606,6.6635595,29862.533025,39,39,63,66,23,23,2457,2574,0.0275184,0.028828799999999998,919.5,3438.5,6.6635595,94.128606
3974,S/U,5x3,5.3,3.3,5x3,5.3,3.3,165.0,130.0,130.0,30.0,18.2,141.19290900000001,68.17052551984877,50.792556203249795,32.33275216833466,94.128606,6.6635595,29862.533025,39,39,63,66,24,24,2457,2574,0.0275184,0.028828799999999998,956.28,3422.0,6.6635595,94.128606
3792,S/U,5x3,5.3,3.3,5x3,5.3,3.3,160.0,135.0,125.0,30.0,18.2,142.180272,66.42256332703212,51.35130601843823,32.270341546698035,94.78684799999999,6.492698999999999,29864.77605,38,38,63,66,23,23,2394,2508,0.026812799999999994,0.0280896,919.5,3454.0,6.492698999999999,94.78684799999999
3782,S/U,5x3,5.3,3.3,5x3,5.3,3.3,160.0,135.0,130.0,25.0,18.2,142.180272,66.42256332703212,49.714371716460754,32.39434168328717,94.78684799999999,6.492698999999999,29864.77605,38,38,63,66,24,24,2394,2508,0.026812799999999994,0.0280896,956.28,3438.0,6.492698999999999,94.78684799999999
3797,S/U,5x3,5.3,3.3,5x3,5.3,3.3,160.0,135.0,120.0,35.0,18.2,142.180272,66.42256332703212,53.11234234873102,32.14738586112864,94.78684799999999,6.492698999999999,29864.77605,38,38,63,66,22,22,2394,2508,0.026812799999999994,0.0280896,882.72,3470.0,6.492698999999999,94.78684799999999
2801,S/U,5x3,5.3,3.3,5x3,5.3,3.3,140.0,145.0,125.0,35.0,18.2,140.53466699999998,69.44423440453684,54.50026894506044,31.3700358197623,93.68977799999999,6.7880625,29871.103874999997,41,41,61,64,23,23,2501,2624,0.028011199999999997,0.029388799999999996,894.5,3533.0,6.7880625,93.68977799999999
3073,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,140.0,130.0,35.0,18.2,140.53466699999998,69.44423440453684,52.762954617141794,31.56945031144771,93.68977799999999,6.7880625,29871.103874999997,41,41,61,64,24,24,2501,2624,0.028011199999999997,0.029388799999999996,930.28,3506.0,6.7880625,93.68977799999999
3067,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,140.0,135.0,30.0,18.2,140.53466699999998,69.44423440453684,51.14352093567488,31.677704905591067,93.68977799999999,6.7880625,29871.103874999997,41,41,61,64,25,25,2501,2624,0.028011199999999997,0.029388799999999996,966.06,3491.5,6.7880625,93.68977799999999
2782,S/U,5x3,5.3,3.3,5x3,5.3,3.3,140.0,145.0,135.0,25.0,18.2,140.53466699999998,69.44423440453684,51.14352093567488,31.57688988884292,93.68977799999999,6.7880625,29871.103874999997,41,41,61,64,25,25,2501,2624,0.028011199999999997,0.029388799999999996,966.06,3505.0,6.7880625,93.68977799999999
3054,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,140.0,140.0,25.0,18.2,140.53466699999998,69.44423440453684,49.63003239677919,31.786783549025284,93.68977799999999,6.7880625,29871.103874999997,41,41,61,64,26,26,2501,2624,0.028011199999999997,0.029388799999999996,1001.84,3477.0,6.7880625,93.68977799999999
